Incident_ID,Source_File,Frame_Number,Timestamp_Sec,Detected_Objects,Object_Count,Motion_Score,Video_Event,Severity,Confidence,Frame_Saved,Analyzed_At
INC_001,caviar_fall_corridor.avi,0,0.0,none,0,76800.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000000_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_002,caviar_fall_corridor.avi,10,0.4,backpack; fire; motorcycle,3,9687.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000010_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_003,caviar_fall_corridor.avi,20,0.8,fire; car; smoke,3,7714.0,Fire,Critical,0.88,caviar_fall_corridor_f000020_Fire.jpg,2026-03-29 10:57:03
INC_004,caviar_fall_corridor.avi,30,1.2,none,0,4484.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000030_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_005,caviar_fall_corridor.avi,40,1.6,truck; person; car,3,2619.0,Vehicle Crash,High,0.85,caviar_fall_corridor_f000040_Vehicle_Crash.jpg,2026-03-29 10:57:03
INC_006,caviar_fall_corridor.avi,50,2.0,knife; backpack; fire,3,3182.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000050_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_007,caviar_fall_corridor.avi,60,2.4,none,0,3464.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000060_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_008,caviar_fall_corridor.avi,70,2.8,truck,1,1707.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000070_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_009,caviar_fall_corridor.avi,80,3.2,truck; knife; backpack,3,3742.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000080_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_010,caviar_fall_corridor.avi,90,3.6,none,0,2868.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000090_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_011,caviar_fall_corridor.avi,100,4.0,backpack; car; knife,3,2647.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000100_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_012,caviar_fall_corridor.avi,110,4.4,none,0,4196.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000110_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_013,caviar_fall_corridor.avi,120,4.8,none,0,4148.0,Suspicious Motion,Medium,0.55,caviar_fall_corridor_f000120_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_014,caviar_fight_seq.avi,0,0.0,none,0,3130.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000000_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_015,caviar_fight_seq.avi,10,0.4,backpack; fire; motorcycle,3,2577.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000010_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_016,caviar_fight_seq.avi,20,0.8,fire; car; smoke,3,2071.0,Fire,Critical,0.88,caviar_fight_seq_f000020_Fire.jpg,2026-03-29 10:57:03
INC_017,caviar_fight_seq.avi,30,1.2,none,0,1759.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000030_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_018,caviar_fight_seq.avi,40,1.6,truck; person; car,3,3434.0,Vehicle Crash,High,0.85,caviar_fight_seq_f000040_Vehicle_Crash.jpg,2026-03-29 10:57:03
INC_019,caviar_fight_seq.avi,50,2.0,knife; backpack; fire,3,1683.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000050_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_020,caviar_fight_seq.avi,60,2.4,none,0,1887.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000060_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_021,caviar_fight_seq.avi,70,2.8,truck,1,6028.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000070_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_022,caviar_fight_seq.avi,80,3.2,truck; knife; backpack,3,7192.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000080_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_023,caviar_fight_seq.avi,90,3.6,none,0,2055.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000090_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_024,caviar_fight_seq.avi,100,4.0,backpack; car; knife,3,4198.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000100_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_025,caviar_fight_seq.avi,110,4.4,none,0,3266.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000110_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_026,caviar_fight_seq.avi,120,4.8,none,0,4017.0,Suspicious Motion,Medium,0.55,caviar_fight_seq_f000120_Suspicious_Motion.jpg,2026-03-29 10:57:03
INC_027,caviar_left_bag.avi,0,0.0,none,0,7597.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000000_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_028,caviar_left_bag.avi,10,0.4,backpack; fire; motorcycle,3,3356.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000010_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_029,caviar_left_bag.avi,20,0.8,fire; car; smoke,3,3156.0,Fire,Critical,0.88,caviar_left_bag_f000020_Fire.jpg,2026-03-29 10:57:04
INC_030,caviar_left_bag.avi,30,1.2,none,0,4597.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000030_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_031,caviar_left_bag.avi,40,1.6,truck; person; car,3,4218.0,Vehicle Crash,High,0.85,caviar_left_bag_f000040_Vehicle_Crash.jpg,2026-03-29 10:57:04
INC_032,caviar_left_bag.avi,50,2.0,knife; backpack; fire,3,5472.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000050_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_033,caviar_left_bag.avi,60,2.4,none,0,3565.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000060_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_034,caviar_left_bag.avi,70,2.8,truck,1,3860.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000070_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_035,caviar_left_bag.avi,80,3.2,truck; knife; backpack,3,801.0,No Incident,Low,0.0,,2026-03-29 10:57:04
INC_036,caviar_left_bag.avi,90,3.6,none,0,3525.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000090_Suspicious_Motion.jpg,2026-03-29 10:57:04
